Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Ensembl ID	Entrez Gene ID
Wscd1	current symbol	MGI:2448493	Wscd1	WSC domain containing 1	protein coding gene	ENSMUSG00000020811	216881
Wwox	current symbol	MGI:1931237	Wwox	WW domain-containing oxidoreductase	protein coding gene	ENSMUSG00000004637	80707
Xlr3a	current symbol	MGI:109506	Xlr3a	X-linked lymphocyte-regulated 3A	protein coding gene	ENSMUSG00000057836	22445
Yipf6	current symbol	MGI:1925179	Yipf6	Yip1 domain family, member 6	protein coding gene	ENSMUSG00000047694	77929
Zbtb18	current symbol	MGI:1353609	Zbtb18	zinc finger and BTB domain containing 18	protein coding gene	ENSMUSG00000063659	30928
Zbtb34	current symbol	MGI:2685195	Zbtb34	zinc finger and BTB domain containing 34	protein coding gene	ENSMUSG00000068966	241311
Zbtb46	current symbol	MGI:1919397	Zbtb46	zinc finger and BTB domain containing 46	protein coding gene	ENSMUSG00000027583	72147
Zbtb7c	current symbol	MGI:2443302	Zbtb7c	zinc finger and BTB domain containing 7C	protein coding gene	ENSMUSG00000044646	207259
Zc3h12b	current symbol	MGI:2442133	Zc3h12b	zinc finger CCCH-type containing 12B	protein coding gene	ENSMUSG00000035045	547176
Zc3h8	current symbol	MGI:1930128	Zc3h8	zinc finger CCCH type containing 8	protein coding gene	ENSMUSG00000027387	57432
Zdhhc15	current symbol	MGI:1915336	Zdhhc15	zinc finger, DHHC domain containing 15	protein coding gene	ENSMUSG00000033906	108672
Zdhhc22	current symbol	MGI:2685108	Zdhhc22	zinc finger, DHHC-type containing 22	protein coding gene	ENSMUSG00000048483	238331
Zdhhc23	current symbol	MGI:2685625	Zdhhc23	zinc finger, DHHC domain containing 23	protein coding gene	ENSMUSG00000036304	332175
Zdhhc8	current symbol	MGI:1338012	Zdhhc8	zinc finger, DHHC domain containing 8	protein coding gene	ENSMUSG00000060166	27801
Zfp185	current symbol	MGI:108095	Zfp185	zinc finger protein 185	protein coding gene	ENSMUSG00000031351	22673
Zfp275	current symbol	MGI:1350985	Zfp275	zinc finger protein 275	protein coding gene	ENSMUSG00000031365	27081
Zfp341	current symbol	MGI:2682937	Zfp341	zinc finger protein 341	protein coding gene	ENSMUSG00000059842	228807
Zfp41	current symbol	MGI:99186	Zfp41	zinc finger protein 41	protein coding gene	ENSMUSG00000047003	22701
Zfp467	current symbol	MGI:1916160	Zfp467	zinc finger protein 467	protein coding gene	ENSMUSG00000068551	68910
Zfp57	current symbol	MGI:99204	Zfp57	zinc finger protein 57	protein coding gene	ENSMUSG00000036036	22715
Zfp575	current symbol	MGI:2141921	Zfp575	zinc finger protein 575	protein coding gene	ENSMUSG00000066721	101544
Zfp593	current symbol	MGI:1915290	Zfp593	zinc finger protein 593	protein coding gene	ENSMUSG00000028840	68040
Zfp775	current symbol	MGI:2683557	Zfp775	zinc finger protein 775	protein coding gene	ENSMUSG00000007216	243372
Zfp804a	current symbol	MGI:2442949	Zfp804a	zinc finger protein 804A	protein coding gene	ENSMUSG00000070866	241514
Zfp862-ps	current symbol	MGI:1889827	Zfp862-ps	zinc finger protein 862, pseudogene	pseudogene	ENSMUSG00000107476	58894
Zfp9	current symbol	MGI:99210	Zfp9	zinc finger protein 9	protein coding gene	ENSMUSG00000072623	22750
Zfyve28	current symbol	MGI:2684992	Zfyve28	zinc finger, FYVE domain containing 28	protein coding gene	ENSMUSG00000037224	231125
